CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Months_on_Book,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
715694433,51,M,1,Unknown,Single,"$60K - $80K",22,4248,1177,13958,116,0.277
709397508,48,M,1,Uneducated,Married,"$60K - $80K",39,8624,1709,15738,111,0.198
802449933,29,M,1,Uneducated,Married,"$40K - $60K",23,8147,1750,14912,114,0.215
710451708,32,M,1,Graduate,Married,"$40K - $60K",24,9711,972,14926,115,0.1
710262408,29,M,1,Graduate,Married,"$80K - $120K",36,34516,1666,13971,116,0.048
772640808,38,F,1,College,Single,"Less than $40K",28,4623,1366,14730,118,0.295
712341933,39,M,1,Graduate,Single,"$60K - $80K",36,34516,1662,13578,105,0.048
817951083,58,F,1,Unknown,Married,"$40K - $60K",53,15928,1527,14678,125,0.096
713655108,60,F,1,Graduate,Single,"Less than $40K",45,9752,1423,14220,108,0.146
713868033,53,M,1,College,Married,"$80K - $120K",36,34516,1484,16373,114,0.043
708103608,52,M,1,"High School",Single,"$60K - $80K",45,11898,2517,15798,128,0.212
779067408,46,M,1,Uneducated,Married,"$60K - $80K",27,13056,1890,14280,102,0.145
710873583,58,M,1,Graduate,Married,"$60K - $80K",48,20724,2221,14215,109,0.107
804158583,60,M,1,"High School",Married,"Less than $40K",55,13399,1456,16493,122,0.109
721290708,50,M,1,Uneducated,Single,"$60K - $80K",30,14217,1816,15554,99,0.128
708721533,56,F,1,Graduate,Married,"Less than $40K",36,5158,1148,13113,128,0.223
768457008,27,M,1,Graduate,Single,"$40K - $60K",21,10284,787,13355,92,0.077
710904708,56,F,1,"High School",Married,"Less than $40K",43,5319,921,15048,110,0.173
794573883,32,M,1,Unknown,Single,"$40K - $60K",16,17894,2517,15305,111,0.141
790201158,60,F,1,Uneducated,Married,"Less than $40K",54,13062,1731,13609,108,0.133
717480783,39,M,1,"High School",Single,"$80K - $120K",29,9680,2101,15152,100,0.217
712363158,36,M,1,Graduate,Single,"$60K - $80K",24,20101,1299,14732,115,0.065
819376683,54,M,1,Unknown,Single,"$80K - $120K",49,28570,2027,15130,102,0.071
720458883,29,M,1,"High School",Married,"$60K - $80K",16,12495,2517,14524,106,0.201
716457783,55,F,1,College,Single,"Less than $40K",36,12633,1661,14378,98,0.131
710810883,39,M,1,College,Single,"$80K - $120K",36,34516,1260,14576,95,0.037
718316058,51,M,1,Uneducated,Married,"$60K - $80K",38,13731,1375,14826,99,0.1
714586458,41,F,1,"High School",Divorced,"Less than $40K",36,7106,2031,16377,124,0.286
779037408,38,M,1,"High School",Single,"$40K - $60K",19,3581,694,14637,109,0.194
779914383,34,M,1,Uneducated,Married,"$60K - $80K",18,10488,1636,14719,116,0.156
798788958,32,M,1,"High School",Single,"$80K - $120K",26,6407,1130,14471,93,0.176
708462258,51,F,1,"High School",Married,"Less than $40K",38,5189,1171,16563,94,0.226
715554708,53,M,1,"High School",Unknown,"$120K +",34,8507,1484,14949,114,0.174
718774533,48,M,1,College,Married,"$60K - $80K",44,15355,1823,15053,111,0.119
720163458,38,M,1,Uneducated,Unknown,"$120K +",21,28043,1786,14521,109,0.064
713118183,31,M,1,Unknown,Married,"$40K - $60K",23,13427,1562,13117,108,0.116
716894658,49,F,1,Graduate,Divorced,"Less than $40K",44,8687,1763,16824,123,0.203
721395633,53,M,1,Graduate,Single,"$80K - $120K",41,18591,994,15063,108,0.053
801502008,37,M,1,Graduate,Married,"$60K - $80K",31,20144,1195,14287,106,0.059
717241233,60,F,1,Unknown,Single,"Less than $40K",51,6089,1341,14112,123,0.22
708996708,55,M,1,Graduate,Single,"$80K - $120K",46,21032,1409,15584,105,0.067
716836308,29,M,1,Graduate,Divorced,"Less than $40K",36,3839,1139,14791,124,0.297
719439108,42,M,1,Graduate,Married,"$40K - $60K",34,15315,1613,14728,100,0.105
720817533,54,M,1,Uneducated,Married,"$120K +",40,12086,1264,15559,91,0.105
813901458,60,M,1,"High School",Single,"$60K - $80K",55,34516,1642,14954,95,0.048
773306658,54,M,1,Unknown,Single,"$60K - $80K",48,4752,1230,15678,103,0.259
772596783,31,M,1,Graduate,Unknown,"Less than $40K",21,15261,1109,15442,125,0.073
710190858,28,M,1,Unknown,Unknown,"$40K - $60K",15,9283,2288,13804,110,0.246
709332408,44,F,1,"High School",Single,"Less than $40K",36,6159,1640,13517,106,0.266
766769058,51,M,1,Graduate,Single,"$40K - $60K",44,22722,1790,15817,121,0.079
715291908,31,M,1,College,Single,"$40K - $60K",36,11109,2045,13988,92,0.184
716464533,32,F,1,Graduate,Married,"Less than $40K",36,9550,2517,13783,116,0.264
717928308,40,F,1,Uneducated,Single,"Less than $40K",34,13669,1774,15772,130,0.13
804431283,57,F,1,Graduate,Married,"Less than $40K",52,7882,1101,14651,120,0.14
720237408,59,M,1,Doctorate,Single,"$80K - $120K",49,22715,707,15004,117,0.031
778956033,51,M,1,Graduate,Married,"$80K - $120K",32,34516,1549,15151,104,0.045
715544883,39,M,1,Graduate,Married,"Less than $40K",30,14135,630,13703,99,0.045
778428108,36,F,1,Graduate,Single,"Less than $40K",16,6091,1184,17437,113,0.194
788741733,53,F,1,Graduate,Married,"Less than $40K",32,7832,1784,14614,106,0.228
719900733,60,M,1,"High School",Married,"$40K - $60K",47,9805,1007,14641,95,0.103
788230158,29,M,1,Unknown,Married,"$40K - $60K",20,16496,1409,16715,126,0.085
709094358,51,F,1,Graduate,Single,"Less than $40K",41,8900,798,16737,88,0.09
720608658,33,F,1,Uneducated,Single,"Less than $40K",36,8398,1875,16706,123,0.223
718225683,56,M,1,Graduate,Single,"$80K - $120K",49,34516,1091,15274,108,0.032
710734308,49,M,1,Graduate,Single,"$60K - $80K",40,6481,1569,15937,119,0.242
712210458,38,M,1,Uneducated,Single,"$40K - $60K",36,5639,1558,16628,109,0.276
710841183,54,M,1,"High School",Single,"$60K - $80K",34,13940,2109,15577,114,0.151
713899383,56,F,1,Graduate,Single,"Less than $40K",50,3688,606,14596,120,0.164
794124708,47,M,2,Graduate,Unknown,"$80K - $120K",41,21325,2197,7053,69,0.103
780620883,49,F,2,Uneducated,Single,"$40K - $60K",37,7045,1293,7381,98,0.184
812408058,39,M,2,Unknown,Unknown,"$120K +",34,34516,1082,7845,92,0.031
787226508,47,M,2,College,Single,"$60K - $80K",41,20811,1302,7192,82,0.063
771912408,49,F,2,Graduate,Married,"Less than $40K",38,6674,1402,7468,92,0.21
721445658,52,F,2,Post-Graduate,Single,"Less than $40K",34,6265,1677,8162,89,0.268
713697933,47,M,2,Uneducated,Single,"$80K - $120K",36,34516,1264,7827,77,0.037
712208658,43,M,2,"High School",Single,"$60K - $80K",33,13165,1255,8126,95,0.095
712405908,50,M,2,"High School",Unknown,"$120K +",40,24670,1623,7772,76,0.066
712266633,51,F,2,Unknown,Married,"$40K - $60K",36,14800,1020,8796,94,0.069
824177733,53,F,2,"High School",Single,"Less than $40K",49,9678,1710,7682,90,0.177
717535083,52,F,2,Post-Graduate,Married,"Less than $40K",40,5207,1121,7153,84,0.215
720859533,52,F,2,"High School",Single,"$40K - $60K",39,12214,2379,8426,105,0.195
713872833,54,F,2,Graduate,Single,"$40K - $60K",41,10753,1845,7302,80,0.172
708535158,39,M,2,Post-Graduate,Unknown,"$80K - $120K",29,9959,1501,8505,86,0.151
786097158,48,M,2,"High School",Married,"$40K - $60K",42,8786,1559,8575,92,0.177
717397983,39,M,2,Uneducated,Single,"$60K - $80K",29,23402,958,7570,98,0.041
772404633,49,M,2,Graduate,Married,"$80K - $120K",39,34516,1118,7734,74,0.032
713302758,49,M,2,Graduate,Married,"$120K +",40,14646,1448,8160,92,0.099
789175683,49,F,2,College,Married,"Less than $40K",38,10741,2517,8352,71,0.234
712570458,51,F,2,"High School",Married,"Less than $40K",33,5625,1640,7890,75,0.292
715298808,40,M,2,"High School",Divorced,"$40K - $60K",32,7566,1618,7570,88,0.214
709497108,44,F,2,"High School",Married,"Less than $40K",36,6633,1322,8396,106,0.199
719178183,50,M,2,Graduate,Married,"$80K - $120K",42,34516,2517,8186,85,0.073
773988708,52,M,2,Uneducated,Married,"$120K +",43,34516,1588,7512,81,0.046
778716783,50,M,2,Unknown,Married,"$60K - $80K",32,11552,1970,7180,96,0.171
712447758,46,M,2,Graduate,Married,"$80K - $120K",39,11901,2517,7998,82,0.211
720474408,52,M,2,Graduate,Single,"$40K - $60K",41,9298,1898,8427,87,0.204
716045508,40,F,2,Unknown,Single,"Less than $40K",36,3569,1054,7963,85,0.295
717600483,50,M,2,Unknown,Married,"$60K - $80K",43,23223,628,7358,87,0.027
719121708,41,M,2,Graduate,Married,"$60K - $80K",31,31497,2192,7685,92,0.07
788824083,41,M,2,Uneducated,Single,"$120K +",24,34516,1022,8202,88,0.03
716335983,37,M,2,"High School",Single,"$80K - $120K",36,6713,1590,7946,85,0.237
719157933,51,M,2,Uneducated,Married,"$120K +",40,10984,1429,7850,85,0.13
716258358,57,M,2,Uneducated,Single,"$60K - $80K",36,23058,1534,7009,82,0.067
717471933,45,M,2,Unknown,Married,"$40K - $60K",27,5800,1434,8202,89,0.247
788812608,56,F,2,Uneducated,Single,"Less than $40K",39,8767,1684,8066,79,0.192
772430733,42,M,2,Graduate,Married,"$120K +",32,34516,1440,7168,88,0.042
720317658,43,M,2,Graduate,Single,"$80K - $120K",35,5858,961,7916,82,0.164
825767658,49,M,2,Graduate,Single,"$60K - $80K",45,34516,913,7711,80,0.026
789186858,52,M,2,Graduate,Married,"$80K - $120K",41,33256,928,7796,97,0.028
721335558,57,F,2,Graduate,Single,"Less than $40K",36,6482,1686,7544,101,0.26
779257233,47,M,2,Uneducated,Single,"$120K +",29,28852,1974,7432,90,0.068
709418508,45,M,2,Graduate,Married,"$60K - $80K",35,7653,1693,7508,93,0.221
721053633,45,M,2,College,Single,"$40K - $60K",31,6530,1425,8904,101,0.218
716732958,44,F,2,"High School",Married,"$40K - $60K",32,7244,2031,7925,90,0.28
780108408,52,M,2,Graduate,Married,"$80K - $120K",37,34516,1369,7745,82,0.04
721225083,54,F,2,Unknown,Divorced,"Less than $40K",36,8758,1511,7680,89,0.173
794191008,46,M,2,College,Married,"$120K +",40,34516,1649,7552,87,0.048
718889508,46,M,2,College,Divorced,"$60K - $80K",37,10074,1223,8256,99,0.121
712839633,38,M,2,Uneducated,Single,"$80K - $120K",22,34516,1595,8871,97,0.046
779187783,50,M,2,Unknown,Single,"$80K - $120K",38,24533,1813,8436,77,0.074
719838558,46,M,2,Uneducated,Single,"$60K - $80K",35,5131,1484,7432,92,0.289
796174983,52,M,2,"High School",Single,"$80K - $120K",46,25737,1168,7722,94,0.045
720443358,50,M,2,Unknown,Married,"$60K - $80K",36,8014,1250,6950,84,0.156
709770408,51,M,2,Graduate,Married,"$120K +",36,34516,1702,8652,98,0.049
770705208,44,F,2,Unknown,Single,"Less than $40K",30,15365,630,7890,91,0.041
709619433,52,M,2,Doctorate,Married,"$120K +",44,34516,1382,8604,108,0.04
708881583,50,M,2,Uneducated,Married,"$40K - $60K",43,12458,1332,8752,95,0.107
804601833,44,M,2,"High School",Unknown,"$60K - $80K",39,34516,1601,7491,86,0.046
718756533,47,M,2,Uneducated,Married,"$80K - $120K",41,13356,1497,8963,105,0.112
812224983,56,M,2,Graduate,Single,"$120K +",51,4675,1340,8037,100,0.287
719296383,38,M,2,"High School",Single,"$60K - $80K",18,34516,1494,7885,85,0.043
715519983,43,M,2,Post-Graduate,Married,"$60K - $80K",34,13553,1448,8751,94,0.107
712938258,45,M,2,Graduate,Single,"Less than $40K",32,12695,1613,8328,94,0.127
709046958,46,M,2,Unknown,Married,"$60K - $80K",39,30379,2175,9059,100,0.072
710360583,46,M,2,Uneducated,Single,"$60K - $80K",35,8396,604,8329,101,0.072
714383583,39,F,2,Unknown,Single,"$40K - $60K",36,23981,1696,8646,97,0.071
809425533,45,F,2,Uneducated,Divorced,"$40K - $60K",40,15785,1174,8097,105,0.074
780200208,39,F,2,Unknown,Single,"$40K - $60K",29,11135,1563,8777,112,0.14
711458583,47,M,2,College,Married,"$60K - $80K",35,34516,1349,8582,106,0.039
710814633,49,M,2,Uneducated,Married,"$80K - $120K",31,20734,2517,8888,103,0.121
717757608,53,M,2,College,Single,"$120K +",36,34516,1051,8938,114,0.03
770848308,45,M,2,Graduate,Married,"$60K - $80K",31,34516,1308,8773,105,0.038
771674958,45,M,2,"High School",Married,"$40K - $60K",33,11529,1823,8135,97,0.158
799468083,51,M,2,Graduate,Married,"$40K - $60K",45,11467,1146,14373,97,0.1
718993533,44,M,2,Graduate,Unknown,"$80K - $120K",37,15821,1334,8927,103,0.084
771062733,44,F,2,Graduate,Single,"Less than $40K",31,4291,1285,15511,101,0.299
815613033,49,M,2,Unknown,Married,"Less than $40K",44,12518,1722,14276,96,0.138
708908883,37,F,2,Graduate,Divorced,"Less than $40K",32,12033,1025,12603,106,0.085
715351983,32,F,2,Unknown,Married,"Less than $40K",20,9761,1470,14334,97,0.151
720086358,58,M,2,Doctorate,Married,"$120K +",48,12648,1604,14465,125,0.127
709210833,48,F,2,Doctorate,Married,"$40K - $60K",36,9074,1648,14084,110,0.182
717942033,52,M,2,Uneducated,Unknown,"$120K +",42,33552,1252,14490,98,0.037
713705358,37,M,2,Graduate,Single,"$60K - $80K",28,7349,994,13970,109,0.135
712464933,44,M,2,Graduate,Married,"$80K - $120K",36,19141,1933,15203,114,0.101
713869083,56,M,2,"High School",Married,"$80K - $120K",43,29394,1002,14901,92,0.034
719248158,52,M,2,"High School",Divorced,"$60K - $80K",42,7261,1443,14533,108,0.199
820271208,46,M,2,Graduate,Divorced,"$60K - $80K",41,7064,1234,13791,103,0.175
711108408,55,M,2,Uneducated,Single,"$60K - $80K",36,17540,1337,14244,96,0.076
712833633,41,M,2,Post-Graduate,Married,"$40K - $60K",36,10688,653,13866,98,0.061
780730008,51,M,2,College,Single,"$120K +",36,3477,752,13627,120,0.216
770970558,41,M,2,Unknown,Single,"$80K - $120K",28,13679,2267,15180,103,0.166
758863383,47,F,2,Uneducated,Unknown,"Less than $40K",36,14767,948,13090,104,0.064
814590483,45,F,2,Graduate,Married,"$40K - $60K",40,3592,865,12777,95,0.241
803655333,53,M,2,Post-Graduate,Single,"$60K - $80K",47,29038,2295,12025,103,0.079
715017858,44,M,2,Uneducated,Married,"$120K +",36,34516,1421,14465,114,0.041
716201883,46,M,2,Graduate,Unknown,"$120K +",39,34516,1381,14696,114,0.04
714593883,53,F,2,Graduate,Married,"Less than $40K",45,12100,1350,13138,115,0.112
708573933,45,F,2,Unknown,Single,"Less than $40K",36,13026,789,14747,100,0.061
708873183,47,M,2,Post-Graduate,Single,"$60K - $80K",39,17575,618,15473,128,0.035
766224933,46,M,2,Graduate,Married,"$80K - $120K",39,29528,1769,14428,119,0.06
771626283,54,M,2,Post-Graduate,Married,"$60K - $80K",42,34516,1996,15033,114,0.058
716979183,45,M,2,College,Married,"$60K - $80K",34,17646,1396,15527,106,0.079
720413658,44,M,2,"High School",Married,"$120K +",31,6176,905,15102,95,0.147
712497783,56,F,2,Unknown,Married,"Less than $40K",48,9092,1363,14779,94,0.15
713758758,48,M,2,"High School",Married,"Less than $40K",36,14581,2517,17628,109,0.173
719634408,51,M,2,Unknown,Single,"$120K +",31,34516,585,13534,104,0.017
711813258,56,M,2,College,Single,"$60K - $80K",43,34516,2022,13633,116,0.059
789983133,31,M,2,Graduate,Unknown,"$80K - $120K",22,34516,1780,14185,98,0.052
718123608,32,M,2,Graduate,Married,"$80K - $120K",36,25438,1907,16485,104,0.075
818239983,53,M,2,Unknown,Divorced,"$80K - $120K",48,15594,1590,13016,118,0.102
717663033,51,M,2,Uneducated,Single,"$120K +",35,34516,1068,16428,123,0.031
721524858,51,F,2,Unknown,Married,"Less than $40K",37,7098,1829,13139,102,0.258
788778033,39,F,2,College,Single,"Less than $40K",20,12338,1277,15869,109,0.104
708649683,51,M,2,"High School",Single,"$60K - $80K",42,16703,1140,15472,122,0.068
708770883,43,M,2,Uneducated,Married,"$80K - $120K",24,16667,1463,15301,115,0.088
709410033,56,M,2,"High School",Unknown,"$80K - $120K",36,4731,831,14952,118,0.176
709476033,55,M,2,Uneducated,Married,"$120K +",48,6577,1800,14229,120,0.274
788766933,46,M,2,Post-Graduate,Married,"$80K - $120K",26,34516,714,14279,97,0.021
827901183,51,F,2,Graduate,Married,"Less than $40K",47,5118,980,14593,109,0.191
718023708,53,F,2,Uneducated,Single,"$40K - $60K",42,14839,2226,14625,115,0.15
815826708,53,F,2,Unknown,Married,"$40K - $60K",48,4442,1107,14437,109,0.249
772207683,34,M,2,Graduate,Single,"Less than $40K",23,8940,1518,14459,97,0.17
714794133,54,M,2,Uneducated,Married,"$60K - $80K",45,6546,1908,14103,112,0.291
789666333,39,M,2,Graduate,Single,"$60K - $80K",24,21679,1073,15581,115,0.049
714403983,43,M,2,Graduate,Single,"$80K - $120K",36,34427,1613,13545,112,0.047
779514558,41,F,2,"High School",Married,"Less than $40K",24,7207,1645,13730,96,0.228
716159958,49,M,2,Unknown,Married,"$60K - $80K",36,6224,1329,14238,93,0.214
716543433,52,M,2,College,Married,"$80K - $120K",36,9959,1049,15195,99,0.105
713671158,46,M,2,Uneducated,Single,"$120K +",32,34516,2328,15754,121,0.067
809540733,52,M,2,"High School",Married,"$80K - $120K",47,11358,1425,14327,92,0.125
815840283,51,F,2,Unknown,Married,"Less than $40K",46,7744,1893,16059,124,0.244
789394833,47,M,2,Unknown,Divorced,"$80K - $120K",37,21714,1969,13270,104,0.091
710237283,50,F,2,Graduate,Married,"Less than $40K",38,9546,960,14211,111,0.101
712123008,43,M,2,"High School",Married,"$60K - $80K",31,13381,1845,14532,116,0.138
709814883,45,F,2,"High School",Single,"Less than $40K",36,15987,2262,15513,127,0.141
710106933,32,M,2,Uneducated,Single,"$80K - $120K",20,34516,2136,14667,119,0.062
793449333,54,M,2,Graduate,Divorced,"$80K - $120K",48,29974,2114,15190,115,0.071
718486608,53,M,2,"High School",Single,"$120K +",36,21079,1431,13930,96,0.068
713072358,42,M,2,Graduate,Married,"$80K - $120K",31,34516,1356,12878,104,0.039
715132758,52,F,2,College,Divorced,"$40K - $60K",43,23981,2114,15281,100,0.088
709013208,40,M,2,Uneducated,Single,"$80K - $120K",36,15594,1690,16101,127,0.108
718612758,36,M,2,"High School",Married,"$120K +",36,34516,939,15552,107,0.027
710535708,49,M,2,Uneducated,Married,"$80K - $120K",39,15894,1293,14256,118,0.081
719805183,39,M,2,College,Married,"Less than $40K",19,8848,961,15352,117,0.109
721220583,54,F,2,Graduate,Married,"$40K - $60K",41,7362,1176,17390,130,0.16
710667708,47,M,2,Uneducated,Single,"$60K - $80K",36,12510,1871,14018,128,0.15
712104333,57,F,2,Doctorate,Single,"Less than $40K",44,9149,1254,14401,100,0.137
712390683,41,M,2,Uneducated,Single,"$40K - $60K",27,13409,1255,15573,99,0.094
708522033,50,M,2,College,Married,"$60K - $80K",36,12299,1664,15060,90,0.135
789280683,56,M,2,Graduate,Single,"$120K +",45,11714,898,13956,122,0.077
779808333,48,F,2,Graduate,Single,"Less than $40K",38,8881,1901,15530,110,0.214
714912408,45,M,2,Uneducated,Married,"$80K - $120K",37,32275,1845,14917,88,0.057
803968233,39,F,2,Uneducated,Married,"Less than $40K",34,14386,2517,13377,114,0.175
710699283,46,M,2,Graduate,Single,"$120K +",28,7790,1921,14567,131,0.247
709141908,53,M,2,Graduate,Married,"$80K - $120K",41,10301,2451,16359,111,0.238
778825908,43,F,2,Unknown,Single,"Less than $40K",24,10272,1523,14321,113,0.148
720011958,57,M,2,"High School",Single,"$60K - $80K",36,6024,1532,15763,97,0.254
826148883,45,M,2,Graduate,Married,"$120K +",41,16453,1660,14762,108,0.101
716933283,52,M,2,"High School",Single,"$60K - $80K",39,34516,1882,14738,116,0.055
721459008,36,M,2,"High School",Single,"$120K +",36,11791,1168,14885,101,0.099
709399908,34,F,2,Graduate,Single,"$40K - $60K",23,7594,1442,15026,99,0.19
772698783,50,F,2,College,Married,"Less than $40K",40,8416,1549,13988,124,0.184
710849208,47,M,2,Post-Graduate,Single,"$120K +",35,34516,1652,14738,113,0.048
720995583,48,M,2,Graduate,Divorced,"$60K - $80K",33,25217,1754,15054,110,0.07
717081483,37,M,2,Graduate,Divorced,"$80K - $120K",25,25187,2209,16606,96,0.088
714785508,49,M,2,"High School",Single,"$80K - $120K",40,34516,1313,15154,99,0.038
779082633,30,M,2,Uneducated,Single,"$60K - $80K",13,4107,979,14596,104,0.238
747885858,39,F,2,Graduate,Single,"Less than $40K",31,8325,2048,14571,91,0.246
779140533,49,M,2,Doctorate,Married,"$120K +",34,27124,2311,15195,121,0.085
713159133,32,F,2,"High School",Single,"Less than $40K",23,14143,1472,13785,117,0.104
824160333,56,M,2,"High School",Unknown,"$120K +",52,23362,1453,15399,116,0.062
788890533,54,M,2,College,Married,"$80K - $120K",39,34516,2305,13756,106,0.067
758802333,40,M,2,Graduate,Single,"$120K +",33,20891,1213,14641,117,0.058
713787333,46,M,2,"High School",Single,"Less than $40K",36,3818,1142,14731,113,0.299
778444908,57,M,2,Graduate,Married,"$120K +",39,34516,1444,16392,116,0.042
819196158,49,F,2,Unknown,Single,"Less than $40K",44,9797,998,15013,116,0.102
710122458,38,M,2,"High School",Single,"$60K - $80K",36,31546,2057,15311,108,0.065
709831983,57,M,2,Uneducated,Single,"$120K +",46,34516,1244,15176,126,0.036
767348733,56,M,2,Unknown,Married,"$60K - $80K",49,4058,793,15865,105,0.195
816517683,38,F,2,Doctorate,Married,"Less than $40K",33,7530,1336,14719,115,0.177
718043583,50,M,2,Uneducated,Single,"$120K +",40,21794,1368,15111,116,0.063
721210158,29,M,2,College,Married,"$40K - $60K",17,4626,1232,14740,102,0.266
766273533,53,M,2,Uneducated,Unknown,"$80K - $120K",46,17190,1736,15055,117,0.101
817035108,31,M,2,Graduate,Single,"Less than $40K",14,6933,1870,15585,115,0.27
772721208,50,M,2,"High School",Single,"$60K - $80K",40,17655,1720,16293,120,0.097
714385983,57,F,2,Uneducated,Single,"Less than $40K",36,8224,1239,16319,124,0.151
711348033,50,M,2,Graduate,Married,"$40K - $60K",40,5435,1243,16202,117,0.229
824150733,43,M,2,"High School",Married,"$80K - $120K",39,34516,1987,16177,122,0.058
709188108,45,M,2,Graduate,Single,"$60K - $80K",33,34516,1529,13940,105,0.044
710005683,56,M,2,College,Single,"$80K - $120K",46,12540,1696,16518,115,0.135
712503408,57,M,2,Graduate,Married,"$80K - $120K",40,17925,1909,17498,111,0.106
719661558,48,M,2,Graduate,Single,"$80K - $120K",36,11656,1677,1441,32,0.144
712396908,57,F,2,Graduate,Married,"Less than $40K",48,2436,680,1570,29,0.279
712813458,49,M,2,Unknown,Married,"$120K +",36,19763,2517,1414,35,0.127
708155733,53,M,2,"High School",Single,"$120K +",44,14734,1634,1289,23,0.111
807986133,57,M,2,College,Married,"$60K - $80K",52,6584,1817,1353,35,0.276
717975333,50,M,2,Doctorate,Married,"$80K - $120K",38,25300,1330,837,15,0.053
712876233,53,M,2,Graduate,Single,"$80K - $120K",36,5272,1515,1289,33,0.287
710790258,47,M,2,Graduate,Married,"$80K - $120K",38,28904,1899,1334,35,0.066
715398033,53,M,2,"High School",Single,"$120K +",35,19040,2056,1212,31,0.108
779509983,53,M,2,Post-Graduate,Single,"$120K +",36,34516,931,1022,21,0.027
718414008,50,M,2,Graduate,Single,"$120K +",36,34516,1023,1064,13,0.03
771075258,55,M,2,College,Single,"$120K +",42,34516,1527,1268,42,0.044
718039683,52,M,2,"High School",Single,"$40K - $60K",45,13532,1300,1521,29,0.096
711402333,47,M,2,Doctorate,Single,"Less than $40K",37,3235,797,1493,32,0.246
719154483,53,M,2,"High School",Divorced,"$60K - $80K",36,7753,2100,991,26,0.271
818839983,55,M,2,Graduate,Married,"$120K +",50,10916,1536,1592,34,0.141
712350858,41,M,2,"High School",Married,"$80K - $120K",24,9366,1104,1303,39,0.118
712608783,50,M,2,"High School",Married,"$80K - $120K",45,34516,1260,1504,34,0.037
712977183,57,F,2,Uneducated,Single,"$40K - $60K",36,19482,1072,1421,22,0.055
711033408,50,F,2,"High School",Married,"Less than $40K",36,9355,1626,1230,28,0.174
779353083,47,M,2,Graduate,Married,"$60K - $80K",32,34516,1468,1330,32,0.043
820596183,58,M,2,College,Married,"$120K +",53,24407,2395,2311,48,0.098
713137233,41,M,2,"High School",Single,"$80K - $120K",28,27756,1789,994,24,0.064
711297483,47,F,2,Uneducated,Divorced,"Less than $40K",34,13878,2222,1658,38,0.16
758348808,51,M,2,Graduate,Married,"$120K +",44,34516,1666,1218,18,0.048
708711483,57,M,2,Unknown,Married,"$80K - $120K",46,18871,1740,1516,21,0.092
790096533,55,M,2,College,Married,"$60K - $80K",48,8863,1301,1512,27,0.147
709930758,41,M,2,Uneducated,Married,"$40K - $60K",30,11107,1222,1506,33,0.11
710741208,39,M,2,"High School",Single,"$80K - $120K",36,5269,1475,2094,25,0.28
714187533,45,F,2,Uneducated,Single,"$40K - $60K",35,3540,849,1321,28,0.24
788950158,36,M,2,College,Unknown,"$80K - $120K",22,34516,1652,1283,39,0.048
789483333,41,M,2,Uneducated,Married,"$40K - $60K",32,5214,795,1258,23,0.152
779078733,55,M,2,Doctorate,Married,"$60K - $80K",36,16427,1682,1579,36,0.102
771742533,48,M,2,Graduate,Unknown,"$40K - $60K",36,13068,1718,937,28,0.131
720250158,45,M,2,College,Single,"$60K - $80K",33,23218,1814,1749,37,0.078
721509558,51,M,2,Graduate,Married,"$120K +",42,24221,1707,1678,40,0.07
715203108,63,M,2,"High School",Married,"$40K - $60K",36,5007,930,1050,28,0.186
715812258,45,M,2,"High School",Married,"$80K - $120K",34,12518,1539,1165,33,0.123
711569433,51,F,2,Uneducated,Divorced,"Less than $40K",38,9648,1926,1083,22,0.2
720214833,52,M,2,"High School",Single,"$80K - $120K",40,34516,2177,1234,23,0.063
809976033,49,M,2,Uneducated,Married,"$60K - $80K",44,7819,1560,1582,25,0.2
713773458,52,M,2,"High School",Single,"$60K - $80K",45,7567,1173,1435,32,0.155
719554758,46,M,2,Uneducated,Married,"$80K - $120K",38,34516,2165,1672,32,0.063
819129858,46,F,2,Graduate,Single,"Less than $40K",41,4745,1270,1519,31,0.268
713441958,46,M,2,"High School",Married,"$120K +",36,19727,1785,1245,25,0.09
710865633,41,F,2,Graduate,Married,"Less than $40K",33,12301,2250,1307,29,0.183
712595433,58,M,2,Uneducated,Unknown,"$120K +",49,9788,1794,1805,37,0.183
794545983,57,M,2,Graduate,Married,"$80K - $120K",40,12208,1980,1409,34,0.162
715022133,53,M,2,Graduate,Married,"$60K - $80K",47,6363,1162,1256,26,0.183
715192308,48,M,2,"High School",Married,"$120K +",36,29963,2094,1205,28,0.07
709864833,49,M,2,Post-Graduate,Married,"$60K - $80K",38,8077,1965,1329,26,0.243
718281408,36,F,2,Unknown,Married,"$40K - $60K",25,4789,1257,1534,29,0.262
794496033,57,M,2,Unknown,Single,"$80K - $120K",38,23008,2280,1302,36,0.099
710677608,53,M,2,Post-Graduate,Unknown,"$80K - $120K",36,29205,1208,1556,43,0.041
708217758,63,M,2,Graduate,Married,"$60K - $80K",49,14035,2061,1606,30,0.147
717469158,46,M,2,Unknown,Married,"$80K - $120K",30,18578,1385,1606,54,0.075
716804283,41,M,2,Uneducated,Divorced,"$120K +",29,15911,896,1270,33,0.056
711870333,46,M,2,Uneducated,Divorced,"$80K - $120K",36,34516,1597,1628,51,0.046
717701733,44,M,2,Graduate,Married,"$80K - $120K",35,11910,2098,1646,39,0.176
711019308,58,M,2,"High School",Single,"$60K - $80K",45,6385,1535,1612,47,0.24
